AvgStoryQ	MinStoryQ	MinCosSim	MinVariance	CCAMatchCount	CCAArtMatchRatio	CCAAvgMatchWgt	CCAAvgCosSim	ConceptCosSim	EntityCosSim	KeywordCosSim	ConceptJaccardSim	EntityJaccardSim	KeywordJaccardSim	TimeDiff	CoreTimeDiff	ExtractedDateJaccardSim	MatchingDateCount	MatchingDateRatio	CategorySim	HasSameLocation	DummyVar	ShouldMerge	Language pair
c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	d	string
																						class	meta
24.000	17.000	0.761	0.330	15.000	0.181	94.267	0.879	0.852	0.824	0.869	0.435	0.423	0.444	85.051	2.983	?	0.000	0.000	0.000	?	1.000	yes	deu-deu	
12.500	12.000	0.621	0.522	16.000	0.195	84.000	0.715	0.350	0.313	0.404	0.207	0.219	0.200	2.584	4.867	0.000	0.000	0.000	0.000	?	1.000	no	eng-eng	
14.000	12.000	0.424	0.298	28.000	0.444	53.964	0.641	0.623	0.694	0.549	0.226	0.229	0.224	35.359	34.917	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-spa	
12.500	7.000	0.391	0.206	16.000	0.103	9.313	0.744	0.000	0.000	0.000	0.000	0.000	0.000	42.261	18.483	0.000	0.000	0.000	0.000	?	1.000	no	eng-spa	
12.500	9.000	0.470	0.280	23.000	0.333	94.348	0.776	0.680	0.951	0.629	0.324	0.250	0.364	21.122	0.783	?	0.000	0.000	0.000	1.000	1.000	yes	deu-deu	
10.500	8.000	0.386	0.274	7.000	0.081	85.429	0.529	0.727	0.224	0.805	0.304	0.267	0.317	10.766	0.117	0.000	0.000	0.000	0.000	?	1.000	yes	spa-spa	
22.000	20.000	0.547	0.201	52.000	0.495	90.808	0.831	0.549	0.836	0.426	0.225	0.267	0.200	5.060	0.350	?	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
11.000	6.000	0.621	0.467	22.000	0.333	78.045	0.649	0.307	0.428	0.262	0.176	0.224	0.132	6.350	13.833	0.000	0.000	0.000	0.000	?	1.000	no	eng-eng	
12.500	12.000	0.727	0.441	15.000	0.221	90.867	0.737	0.740	0.739	0.741	0.410	0.300	0.463	5.157	4.733	0.000	0.000	0.000	0.000	?	1.000	yes	spa-spa	
10.500	6.000	0.463	0.133	13.000	0.143	77.462	0.805	0.013	0.000	0.016	0.036	0.000	0.048	7.278	66.767	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
13.500	8.000	0.506	0.244	0.000	0.000	0.000	0.000	0.022	0.000	0.023	0.032	0.000	0.034	19.526	24.900	0.000	0.000	0.000	0.000	?	1.000	no	eng-spa	
9.000	8.000	0.469	0.237	0.000	0.000	0.000	0.000	0.033	0.060	0.027	0.057	0.083	0.034	103.393	11.683	0.000	0.000	0.000	0.000	1.000	1.000	no	eng-spa	
9.500	9.000	0.502	0.233	9.000	0.115	82.111	0.741	0.679	0.792	0.627	0.309	0.438	0.224	25.281	19.300	?	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
18.500	8.000	0.416	0.022	6.000	0.065	85.333	0.799	0.388	0.515	0.385	0.221	0.238	0.213	21.803	18.250	?	0.000	0.000	0.000	?	1.000	no	eng-eng	
7.500	4.000	0.379	0.349	7.000	0.083	21.286	0.577	0.086	0.027	0.111	0.055	0.037	0.071	34.034	26.950	0.000	0.000	0.000	0.000	?	1.000	no	eng-spa	
16.000	11.000	0.674	0.449	2.000	0.007	40.000	0.430	0.037	0.126	0.020	0.045	0.065	0.034	2.599	5.117	0.000	0.000	0.000	0.000	0.000	1.000	no	deu-eng	
9.000	7.000	0.444	0.183	6.000	0.085	24.000	0.710	0.072	0.000	0.088	0.032	0.000	0.053	9.500	1.550	?	0.000	0.000	0.000	?	1.000	no	deu-eng	
36.000	25.000	0.664	0.107	25.000	0.294	86.680	0.765	0.348	0.536	0.268	0.225	0.226	0.224	1.392	14.450	0.000	0.000	0.000	1.000	?	1.000	yes	eng-eng	
8.000	5.000	0.440	0.244	12.000	0.194	84.500	0.751	0.036	0.000	0.048	0.036	0.000	0.053	10.348	20.100	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-eng	
10.500	9.000	0.653	0.459	10.000	0.130	45.400	0.756	0.005	0.001	0.007	0.020	0.023	0.017	12.555	4.817	?	0.000	0.000	0.000	0.000	1.000	no	deu-eng	
20.000	16.000	0.530	0.101	48.000	0.327	91.875	0.805	0.719	0.812	0.614	0.333	0.414	0.275	13.337	6.000	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-eng	
17.500	6.000	0.390	0.123	8.000	0.071	23.500	0.679	0.018	0.000	0.024	0.025	0.000	0.034	9.423	13.550	?	0.000	0.000	0.000	0.000	1.000	no	deu-spa	
9.500	8.000	0.425	0.320	1.000	0.010	95.000	0.636	0.723	0.766	0.717	0.216	0.250	0.200	559.631	4.333	0.000	0.000	0.000	0.000	0.000	1.000	yes	deu-deu	
11.500	9.000	0.491	0.204	7.000	0.097	82.857	0.697	0.767	0.971	0.675	0.314	0.308	0.316	182.264	18.583	?	0.000	0.000	0.000	1.000	1.000	yes	deu-deu	
42.000	26.000	0.843	0.035	27.000	0.293	97.481	0.939	0.501	0.930	0.375	0.308	0.667	0.200	5.461	0.300	0.000	0.000	0.000	0.000	1.000	1.000	yes	eng-eng	
19.000	17.000	0.603	0.089	1.000	0.007	54.000	0.927	0.064	0.017	0.070	0.032	0.042	0.026	15.267	16.867	0.000	0.000	0.000	0.000	0.000	1.000	no	deu-spa	
12.000	12.000	0.491	0.252	5.000	0.022	21.200	0.705	0.071	0.012	0.116	0.075	0.040	0.091	9.099	65.233	?	0.000	0.000	0.000	0.000	1.000	no	deu-eng	
6.500	4.000	0.429	0.416	7.000	0.063	20.000	0.661	0.008	0.000	0.008	0.015	0.000	0.017	23.252	21.233	?	0.000	0.000	0.000	?	1.000	no	deu-spa	
27.500	23.000	0.638	0.056	15.000	0.200	93.200	0.943	0.809	0.963	0.790	0.615	0.667	0.609	3.187	0.667	?	0.000	0.000	0.000	?	1.000	yes	deu-deu	
19.000	14.000	0.500	0.019	48.000	0.490	92.375	0.883	0.889	0.954	0.858	0.408	0.188	0.515	4.971	0.167	0.000	0.000	0.000	0.000	1.000	1.000	yes	spa-spa	
26.000	22.000	0.500	0.008	0.000	0.000	0.000	0.000	0.231	0.007	0.284	0.147	0.059	0.176	94.881	104.417	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
31.500	23.000	0.734	0.226	14.000	0.066	85.500	0.892	0.351	0.713	0.165	0.203	0.458	0.091	0.707	0.500	?	0.000	0.000	0.000	0.000	1.000	yes	deu-eng	
7.500	6.000	0.408	0.278	55.000	0.275	43.673	0.614	0.616	0.130	0.731	0.281	0.182	0.304	9.287	7.017	?	0.000	0.000	0.000	?	1.000	yes	eng-spa	
14.500	7.000	0.366	0.069	0.000	0.000	0.000	0.000	0.002	0.009	0.001	0.023	0.031	0.019	35.988	69.217	0.000	0.000	0.000	0.000	?	1.000	no	deu-eng	
12.000	7.000	0.459	0.273	0.000	0.000	0.000	0.000	0.052	0.000	0.084	0.012	0.000	0.020	213.105	43.917	0.000	0.000	0.000	0.000	?	1.000	no	eng-spa	
12.000	8.000	0.513	0.140	29.000	0.509	88.207	0.794	0.827	0.691	0.837	0.386	0.188	0.463	9.496	10.967	?	0.000	0.000	1.000	1.000	1.000	yes	eng-eng	
14.000	13.000	0.412	0.231	42.000	0.350	88.333	0.759	0.712	0.782	0.660	0.310	0.282	0.333	2.340	0.000	?	0.000	0.000	0.000	?	1.000	yes	eng-eng	
15.500	14.000	0.579	0.150	32.000	0.492	92.219	0.885	0.905	0.988	0.892	0.667	0.667	0.667	2.628	0.150	?	0.000	0.000	0.000	?	1.000	yes	deu-deu	
18.000	11.000	0.554	0.052	71.000	0.530	73.197	0.838	0.323	0.432	0.287	0.164	0.235	0.136	43.869	63.333	?	0.000	0.000	0.000	1.000	1.000	yes	deu-eng	
15.000	8.000	0.614	0.496	5.000	0.250	89.600	0.817	0.773	0.835	0.736	0.463	0.463	0.463	47.316	13.250	0.000	0.000	0.000	0.000	1.000	1.000	yes	spa-spa	
19.000	18.000	0.780	0.389	1.000	0.007	64.000	0.756	0.550	0.779	0.045	0.176	0.304	0.071	15.342	12.517	?	0.000	0.000	0.000	?	1.000	no	deu-eng	
22.500	21.000	0.509	0.200	80.000	0.287	96.550	0.789	0.892	0.916	0.887	0.400	0.250	0.429	15.233	28.050	0.000	0.000	0.000	0.000	?	1.000	yes	spa-spa	
26.000	11.000	0.665	0.038	0.000	0.000	0.000	0.000	0.279	0.808	0.130	0.123	0.207	0.077	20.387	1.067	?	0.000	0.000	0.000	?	1.000	yes	deu-eng	
14.500	12.000	0.721	0.439	19.000	0.237	55.789	0.809	0.122	0.426	0.034	0.068	0.097	0.053	9.139	2.583	?	0.000	0.000	0.000	?	1.000	no	deu-eng	
10.000	9.000	0.488	0.188	6.000	0.079	40.333	0.874	0.060	0.083	0.025	0.063	0.105	0.024	10.193	18.600	0.000	0.000	0.000	0.000	0.000	1.000	no	deu-spa	
9.500	7.000	0.418	0.258	27.000	0.200	71.370	0.656	0.702	0.860	0.617	0.321	0.306	0.333	21.759	17.117	?	0.000	0.000	0.000	0.000	1.000	yes	deu-deu	
22.000	15.000	0.499	0.021	38.000	0.409	89.184	0.840	0.957	0.980	0.952	0.514	0.400	0.556	1.583	0.033	?	0.000	0.000	0.000	1.000	1.000	yes	deu-deu	
20.000	17.000	0.671	0.033	26.000	0.377	98.615	0.960	0.994	0.997	0.993	0.824	0.800	0.833	3.049	2.117	?	0.000	0.000	0.000	?	1.000	yes	deu-deu	
11.500	8.000	0.438	0.161	13.000	0.067	62.538	0.781	0.051	0.000	0.071	0.029	0.000	0.053	173.277	110.600	0.000	0.000	0.000	0.000	0.000	1.000	no	deu-eng	
12.000	4.000	0.377	0.358	4.000	0.014	69.250	0.605	0.060	0.000	0.087	0.045	0.000	0.071	0.043	52.933	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
15.000	8.000	0.477	0.189	18.000	0.237	82.667	0.727	0.209	0.155	0.226	0.188	0.200	0.176	6.515	18.967	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
32.000	29.000	0.657	0.053	20.000	0.194	97.100	0.952	0.757	0.914	0.620	0.500	0.655	0.395	16.449	12.550	?	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
12.000	8.000	0.452	0.096	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	6.064	2.383	0.000	0.000	0.000	0.000	0.000	1.000	no	deu-spa	
14.000	11.000	0.436	0.164	37.000	0.287	85.811	0.784	0.743	0.939	0.720	0.338	0.174	0.429	12.398	17.367	?	0.000	0.000	0.000	?	1.000	yes	eng-eng	
17.500	16.000	0.564	0.147	35.000	0.422	85.686	0.857	0.564	0.755	0.429	0.356	0.500	0.277	2.982	1.400	1.000	1.000	1.000	0.000	?	1.000	yes	spa-spa	
12.500	5.000	0.385	0.079	0.000	0.000	0.000	0.000	0.004	0.000	0.005	0.012	0.000	0.021	59.621	128.400	0.000	0.000	0.000	0.000	?	1.000	no	deu-eng	
13.500	10.000	0.560	0.177	12.000	0.154	94.500	0.929	0.920	0.963	0.900	0.400	0.471	0.364	7.149	5.733	0.667	1.000	0.750	0.000	?	1.000	yes	eng-eng	
17.000	16.000	0.517	0.129	47.000	0.448	91.830	0.830	0.917	0.969	0.854	0.457	0.450	0.462	12.377	1.883	1.000	1.000	1.000	0.000	?	1.000	yes	deu-deu	
25.500	18.000	0.691	0.023	50.000	0.231	93.320	0.892	0.452	0.823	0.201	0.315	0.647	0.162	9.388	6.567	?	0.000	0.000	0.000	1.000	1.000	yes	deu-deu	
29.500	26.000	0.680	0.021	0.000	0.000	0.000	0.000	0.044	0.000	0.082	0.026	0.000	0.053	15.466	16.317	?	0.000	0.000	0.000	0.000	1.000	no	deu-eng	
13.500	12.000	0.552	0.195	12.000	0.152	84.000	0.831	0.663	0.871	0.083	0.247	0.517	0.068	2.780	2.900	0.000	0.000	0.000	0.000	0.000	1.000	yes	deu-spa	
14.500	7.000	0.453	0.269	16.000	0.239	32.625	0.790	0.061	0.156	0.012	0.075	0.143	0.034	11.811	29.817	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
10.000	6.000	0.435	0.207	6.000	0.074	93.333	0.738	0.762	0.903	0.631	0.369	0.410	0.333	84.182	23.717	0.000	0.000	0.000	0.000	1.000	1.000	yes	spa-spa	
12.000	5.000	0.372	0.180	18.000	0.143	50.722	0.654	0.440	0.949	0.163	0.086	0.067	0.091	15.898	93.833	0.000	0.000	0.000	0.000	?	1.000	yes	deu-eng	
13.000	5.000	0.384	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	624.385	1253.883	?	0.000	0.000	0.000	?	1.000	no	eng-spa	
20.500	18.000	0.612	0.460	3.000	0.017	42.333	0.747	0.098	0.266	0.011	0.052	0.105	0.017	35.076	42.100	0.000	0.000	0.000	0.000	1.000	1.000	no	eng-spa	
14.000	13.000	0.444	0.195	19.000	0.184	87.158	0.783	0.906	0.907	0.906	0.333	0.270	0.395	1.015	0.450	0.000	0.000	0.000	0.000	?	1.000	yes	eng-eng	
15.000	14.000	0.649	0.421	7.000	0.233	88.714	0.773	0.630	0.687	0.635	0.237	0.063	0.364	17.298	1.133	?	0.000	0.000	0.000	1.000	1.000	yes	deu-deu	
15.500	11.000	0.419	0.134	65.000	0.271	87.446	0.766	0.871	0.868	0.893	0.490	0.333	0.538	0.159	2.033	?	0.000	0.000	0.000	?	1.000	yes	eng-eng	
9.000	7.000	0.388	0.298	20.000	0.182	58.900	0.652	0.047	0.027	0.070	0.063	0.105	0.034	21.637	4.733	0.000	0.000	0.000	0.000	0.000	1.000	no	deu-eng	
25.000	17.000	0.616	0.009	19.000	0.279	73.421	0.931	0.170	0.103	0.301	0.167	0.074	0.306	25.581	22.417	0.000	0.000	0.000	0.000	0.000	1.000	no	spa-spa	
28.500	14.000	0.568	0.209	26.000	0.295	88.115	0.800	0.652	0.850	0.537	0.333	0.263	0.364	12.768	1.450	0.000	0.000	0.000	0.000	1.000	1.000	yes	eng-eng	
15.000	7.000	0.414	0.210	41.000	0.233	83.366	0.723	0.721	0.914	0.664	0.395	0.472	0.333	22.465	8.650	0.333	1.000	0.600	0.000	0.000	1.000	yes	eng-eng	
8.000	5.000	0.383	0.272	0.000	0.000	0.000	0.000	0.005	0.011	0.000	0.021	0.056	0.000	26.085	18.550	0.000	0.000	0.000	0.000	0.000	1.000	no	deu-spa	
7.000	6.000	0.408	0.252	15.000	0.094	69.800	0.631	0.493	0.561	0.485	0.141	0.261	0.091	40.791	142.667	?	0.000	0.000	0.000	?	1.000	no	deu-eng	
9.500	8.000	0.467	0.210	9.000	0.108	79.667	0.808	0.043	0.000	0.063	0.045	0.000	0.071	31.726	43.417	0.000	0.000	0.000	0.000	0.000	1.000	no	spa-spa	
14.500	9.000	0.502	0.354	7.000	0.152	67.571	0.758	0.458	0.745	0.325	0.130	0.189	0.091	15.103	4.233	0.000	0.000	0.000	0.000	1.000	1.000	no	eng-eng	
24.000	12.000	0.607	0.172	0.000	0.000	0.000	0.000	0.028	0.000	0.038	0.011	0.000	0.019	17.619	21.500	0.000	0.000	0.000	0.000	0.000	1.000	no	deu-spa	
23.000	22.000	0.654	0.040	20.000	0.263	96.450	0.949	0.934	0.930	0.938	0.900	1.000	0.875	7.638	1.333	?	0.000	0.000	0.000	1.000	1.000	yes	deu-deu	
8.000	5.000	0.381	0.253	25.000	0.266	91.520	0.754	0.811	0.652	0.831	0.471	0.071	0.622	10.667	6.000	1.000	2.000	1.000	0.000	?	1.000	yes	eng-eng	
18.000	12.000	0.691	0.419	14.000	0.269	90.786	0.831	0.731	0.765	0.715	0.443	0.400	0.463	2.405	7.200	?	0.000	0.000	0.000	1.000	1.000	yes	spa-spa	
9.500	5.000	0.411	0.314	30.000	0.417	33.433	0.629	0.085	0.000	0.108	0.044	0.000	0.071	29.692	3.200	0.000	0.000	0.000	0.000	?	1.000	no	deu-eng	
16.500	9.000	0.450	0.067	38.000	0.494	78.579	0.815	0.475	0.629	0.415	0.254	0.267	0.250	4.241	1.767	0.000	0.000	0.000	0.000	1.000	1.000	yes	spa-spa	
10.500	8.000	0.482	0.228	21.000	0.126	25.667	0.765	0.579	0.832	0.350	0.224	0.333	0.132	1.823	3.783	?	0.000	0.000	0.000	1.000	1.000	yes	deu-spa	
8.000	8.000	0.457	0.291	3.000	0.038	87.333	0.697	0.242	0.234	0.254	0.089	0.086	0.091	20.963	7.000	0.000	0.000	0.000	0.000	1.000	1.000	no	spa-spa	
12.000	11.000	0.422	0.364	43.000	0.307	80.186	0.664	0.257	0.702	0.117	0.114	0.217	0.071	3.290	2.633	0.000	0.000	0.000	0.000	1.000	1.000	yes	deu-eng	
20.000	13.000	0.520	0.064	34.000	0.340	97.529	0.896	0.890	0.913	0.882	0.558	0.615	0.538	34.005	13.100	0.000	0.000	0.000	0.000	1.000	1.000	yes	spa-spa	
24.500	21.000	0.648	0.262	37.000	0.231	52.081	0.769	0.051	0.098	0.041	0.049	0.042	0.053	20.607	25.817	0.000	0.000	0.000	0.000	?	1.000	no	deu-eng	
14.000	12.000	0.465	0.201	54.000	0.327	77.741	0.768	0.631	0.816	0.567	0.286	0.304	0.277	2.773	0.717	?	0.000	0.000	0.000	1.000	1.000	yes	spa-spa	
19.500	10.000	0.466	0.283	10.000	0.046	58.400	0.720	0.358	0.784	0.256	0.197	0.292	0.154	11.180	29.067	0.000	0.000	0.000	0.000	?	1.000	yes	eng-spa	
13.000	4.000	0.373	0.160	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.597	0.167	?	0.000	0.000	0.000	0.000	1.000	no	deu-eng	
23.500	21.000	0.532	0.067	95.000	0.432	89.432	0.850	0.940	0.933	0.947	0.657	0.778	0.529	0.930	0.400	?	0.000	0.000	0.000	1.000	1.000	yes	deu-deu	
9.000	4.000	0.382	0.282	8.000	0.070	17.375	0.571	0.038	0.131	0.000	0.042	0.111	0.000	16.508	33.400	0.000	0.000	0.000	0.000	?	1.000	no	deu-eng	
18.500	9.000	0.552	0.437	19.000	0.121	86.105	0.753	0.687	0.898	0.558	0.346	0.400	0.304	10.965	4.883	0.000	0.000	0.000	0.000	1.000	1.000	yes	eng-eng	
20.000	13.000	0.499	0.200	56.000	0.251	28.357	0.758	0.019	0.000	0.022	0.025	0.000	0.036	11.928	13.933	?	0.000	0.000	0.000	0.000	1.000	no	deu-eng	
9.500	9.000	0.504	0.229	17.000	0.340	74.765	0.758	0.616	0.721	0.566	0.278	0.367	0.224	12.840	21.367	?	0.000	0.000	1.000	1.000	1.000	no	eng-eng	
23.000	23.000	0.625	0.056	16.000	0.148	45.750	0.885	0.636	0.921	0.513	0.207	0.400	0.167	26.363	17.633	?	0.000	0.000	0.000	1.000	1.000	yes	deu-eng	
16.500	10.000	0.502	0.153	13.000	0.100	33.000	0.749	0.000	0.000	0.000	0.000	0.000	0.000	2.273	3.150	?	0.000	0.000	0.000	?	1.000	no	deu-eng	
42.500	34.000	0.825	0.100	24.000	0.270	98.000	0.950	0.850	0.947	0.839	0.607	0.765	0.538	6.440	4.967	1.000	1.000	1.000	0.000	1.000	1.000	yes	eng-eng	
15.500	7.000	0.490	0.260	36.000	0.571	86.472	0.764	0.685	0.878	0.355	0.107	0.172	0.073	2.647	1.550	?	0.000	0.000	0.000	?	1.000	yes	eng-eng	
35.000	27.000	0.873	0.113	7.000	0.079	92.714	0.892	0.713	0.905	0.652	0.486	0.630	0.395	2.656	1.250	0.000	0.000	0.000	0.000	?	1.000	yes	eng-eng	
7.500	7.000	0.405	0.296	18.000	0.269	75.056	0.630	0.565	0.455	0.715	0.407	0.556	0.281	7.971	25.033	?	0.000	0.000	0.000	1.000	1.000	no	spa-spa	
9.500	3.000	0.370	0.312	0.000	0.000	0.000	0.000	0.009	0.000	0.013	0.026	0.000	0.034	6.092	22.683	0.000	0.000	0.000	0.000	?	1.000	no	eng-spa	
22.500	14.000	0.479	0.042	46.000	0.277	97.283	0.845	0.592	0.654	0.599	0.274	0.167	0.342	4.742	11.683	?	0.000	0.000	0.000	1.000	1.000	yes	deu-deu	
10.500	10.000	0.482	0.249	28.000	0.315	77.429	0.726	0.662	0.919	0.543	0.288	0.333	0.277	49.282	15.117	0.000	0.000	0.000	0.000	1.000	1.000	yes	spa-spa	
26.500	13.000	0.587	0.032	7.000	0.111	94.857	0.883	0.632	0.791	0.565	0.379	0.333	0.395	38.529	8.550	?	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
18.000	12.000	0.560	0.091	5.000	0.091	91.800	0.864	0.841	0.895	0.828	0.500	0.500	0.500	42.136	11.833	?	0.000	0.000	0.000	1.000	1.000	yes	eng-eng	
19.000	17.000	0.597	0.138	8.000	0.091	99.250	0.710	0.490	0.656	0.397	0.621	0.808	0.500	271.392	19.533	?	0.000	0.000	0.000	?	1.000	yes	deu-deu	
11.000	7.000	0.439	0.217	21.000	0.244	83.810	0.732	0.725	0.875	0.651	0.303	0.345	0.277	23.590	19.583	0.000	0.000	0.000	0.000	1.000	1.000	yes	eng-eng	
9.500	4.000	0.390	0.348	0.000	0.000	0.000	0.000	0.033	0.017	0.035	0.024	0.043	0.017	289.958	1707.083	?	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
7.000	5.000	0.399	0.219	5.000	0.068	13.400	0.747	0.023	0.000	0.034	0.019	0.000	0.034	54.059	42.917	0.000	0.000	0.000	0.000	?	1.000	no	eng-spa	
10.000	9.000	0.489	0.239	0.000	0.000	0.000	0.000	0.009	0.008	0.010	0.046	0.053	0.041	47.535	0.350	0.000	0.000	0.000	0.000	0.000	1.000	no	deu-eng	
8.500	7.000	0.597	0.560	10.000	0.093	24.500	0.621	0.053	0.289	0.019	0.044	0.094	0.017	10.186	27.850	?	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
30.500	15.000	0.684	0.123	27.000	0.429	91.481	0.842	0.752	0.564	0.794	0.382	0.133	0.579	35.559	2.733	0.000	0.000	0.000	0.000	0.000	1.000	yes	spa-spa	
6.000	4.000	0.394	0.345	8.000	0.067	64.250	0.709	0.473	0.312	0.510	0.090	0.042	0.111	8.958	73.300	0.000	0.000	0.000	0.000	1.000	1.000	yes	deu-eng	
9.000	5.000	0.456	0.214	16.000	0.267	52.375	0.744	0.428	0.314	0.464	0.189	0.152	0.224	37.536	72.967	0.000	0.000	0.000	0.000	0.000	1.000	yes	deu-eng	
41.500	31.000	0.842	0.060	30.000	0.221	94.300	0.913	0.683	0.777	0.670	0.434	0.455	0.429	1.031	2.150	1.000	1.000	1.000	0.000	1.000	1.000	yes	spa-spa	
51.500	45.000	0.945	0.027	9.000	0.079	94.111	0.984	0.499	0.457	0.530	0.393	0.381	0.400	14.806	6.333	1.000	2.000	1.000	0.000	0.000	1.000	yes	spa-spa	
23.000	22.000	0.602	0.126	38.000	0.342	94.316	0.902	0.933	0.977	0.876	0.661	0.833	0.531	9.428	5.650	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
15.500	8.000	0.449	0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	8.721	9.233	0.000	0.000	0.000	0.000	?	1.000	no	eng-spa	
18.000	14.000	0.595	0.103	30.000	0.536	94.367	0.900	0.949	0.993	0.918	0.439	0.714	0.382	8.121	2.017	?	0.000	0.000	0.000	1.000	1.000	yes	deu-deu	
13.500	7.000	0.458	0.134	10.000	0.133	24.200	0.806	0.001	0.006	0.000	0.019	0.047	0.000	13.821	4.183	0.000	0.000	0.000	0.000	0.000	1.000	no	deu-eng	
6.500	6.000	0.390	0.335	7.000	0.029	61.286	0.608	0.067	0.046	0.074	0.062	0.071	0.053	349.857	2.033	0.000	0.000	0.000	0.000	?	1.000	no	deu-eng	
32.000	31.000	0.670	0.008	2.000	0.021	85.000	0.990	0.149	0.178	0.141	0.105	0.129	0.091	17.674	28.983	?	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
22.500	21.000	0.656	0.068	37.000	0.407	93.811	0.939	0.748	0.716	0.789	0.429	0.182	0.542	0.059	0.867	?	0.000	0.000	0.000	?	1.000	yes	deu-deu	
15.000	14.000	0.685	0.431	10.000	0.167	83.600	0.731	0.306	0.547	0.204	0.146	0.235	0.091	28.293	20.817	0.000	0.000	0.000	0.000	?	1.000	no	eng-eng	
15.000	14.000	0.567	0.148	11.000	0.196	73.091	0.823	0.473	0.662	0.330	0.278	0.345	0.233	5.694	6.000	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
15.000	14.000	0.563	0.510	76.000	0.603	84.434	0.711	0.694	0.868	0.592	0.364	0.429	0.304	0.208	1.883	?	0.000	0.000	0.000	1.000	1.000	yes	deu-deu	
12.500	8.000	0.494	0.242	15.000	0.067	89.200	0.826	0.058	0.000	0.086	0.093	0.000	0.154	25.628	11.867	?	0.000	0.000	0.000	?	1.000	no	eng-eng	
24.500	18.000	0.656	0.277	43.000	0.448	92.093	0.873	0.542	0.791	0.495	0.368	0.500	0.333	1.395	0.117	1.000	1.000	1.000	0.000	0.000	1.000	yes	spa-spa	
5.500	4.000	0.397	0.343	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32.036	8.533	0.000	0.000	0.000	0.000	?	1.000	no	eng-spa	
12.000	7.000	0.489	0.213	8.000	0.084	32.625	0.861	0.043	0.076	0.037	0.049	0.083	0.034	18.363	0.367	?	0.000	0.000	0.000	?	1.000	no	deu-spa	
10.500	8.000	0.482	0.248	9.000	0.113	34.556	0.606	0.045	0.066	0.038	0.100	0.182	0.053	93.156	42.517	0.000	0.000	0.000	0.000	0.000	1.000	no	deu-spa	
20.000	20.000	0.722	0.405	17.000	0.187	84.294	0.777	0.657	0.657	0.666	0.316	0.333	0.304	21.459	21.950	0.000	0.000	0.000	0.000	?	1.000	yes	deu-deu	
13.000	11.000	0.481	0.184	42.000	0.375	88.548	0.799	0.825	0.913	0.703	0.373	0.533	0.306	24.296	31.733	?	0.000	0.000	0.000	1.000	1.000	yes	spa-spa	
15.500	10.000	0.491	0.259	26.000	0.150	70.269	0.730	0.654	0.780	0.581	0.182	0.233	0.149	116.820	27.950	0.000	0.000	0.000	0.000	?	1.000	yes	deu-spa	
26.500	10.000	0.543	0.293	55.000	0.567	90.236	0.730	0.703	0.923	0.645	0.323	0.300	0.333	4.684	5.183	0.000	0.000	0.000	0.000	?	1.000	yes	spa-spa	
19.000	17.000	0.635	0.065	42.000	0.313	79.667	0.916	0.554	0.735	0.523	0.438	0.333	0.462	0.006	3.383	?	0.000	0.000	0.000	1.000	1.000	yes	deu-spa	
43.000	26.000	0.525	0.019	63.000	0.500	98.524	0.948	0.361	0.827	0.113	0.214	0.500	0.100	1.235	2.633	0.000	0.000	0.000	1.000	0.000	1.000	yes	eng-eng	
8.000	4.000	0.369	0.250	16.000	0.168	44.938	0.771	0.213	0.000	0.222	0.115	0.000	0.132	0.757	13.167	?	0.000	0.000	0.000	?	1.000	yes	eng-spa	
9.500	5.000	0.377	0.129	9.000	0.096	16.556	0.751	0.006	0.000	0.010	0.015	0.000	0.028	54.823	2.050	?	0.000	0.000	0.000	?	1.000	no	eng-spa	
14.500	14.000	0.466	0.226	44.000	0.183	63.159	0.744	0.716	0.577	0.786	0.352	0.341	0.364	17.282	18.733	0.000	0.000	0.000	0.000	1.000	1.000	yes	eng-spa	
12.000	6.000	0.465	0.283	15.000	0.176	76.067	0.685	0.517	0.555	0.505	0.282	0.382	0.205	3.067	1.517	1.000	1.000	1.000	0.000	0.000	1.000	no	spa-spa	
