AvgStoryQ	MinStoryQ	MinCosSim	MinVariance	CCAMatchCount	CCAArtMatchRatio	CCAAvgMatchWgt	CCAAvgCosSim	ConceptCosSim	EntityCosSim	KeywordCosSim	ConceptJaccardSim	EntityJaccardSim	KeywordJaccardSim	TimeDiff	CoreTimeDiff	ExtractedDateJaccardSim	MatchingDateCount	MatchingDateRatio	CategorySim	HasSameLocation	DummyVar	ShouldMerge	Language pair
c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	d	string
																						class	meta
8.000	5.000	0.371	0.261	6.000	0.053	42.000	0.663	0.025	0.000	0.043	0.030	0.000	0.053	53.173	32.933	0.000	0.000	0.000	0.000	0.000	1.000	no	deu-eng	
14.500	12.000	0.500	0.242	125.000	0.566	92.504	0.720	0.883	0.979	0.770	0.256	0.182	0.286	17.513	13.083	0.000	0.000	0.000	0.000	?	1.000	yes	deu-eng	
17.500	11.000	0.454	0.288	32.000	0.107	55.438	0.791	0.206	0.386	0.189	0.091	0.091	0.091	16.499	8.467	?	0.000	0.000	0.000	0.000	1.000	yes	eng-spa	
11.000	9.000	0.431	0.194	4.000	0.042	37.750	0.624	0.022	0.117	0.000	0.019	0.042	0.000	3.028	12.067	0.000	0.000	0.000	0.000	?	1.000	no	eng-spa	
8.500	7.000	0.427	0.318	0.000	0.000	0.000	0.000	0.029	0.000	0.040	0.035	0.000	0.053	32.783	33.300	?	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
24.500	18.000	0.532	0.111	196.000	0.473	78.837	0.833	0.606	0.812	0.470	0.263	0.351	0.186	0.348	5.733	0.000	0.000	0.000	0.000	0.000	1.000	yes	deu-eng	
12.000	10.000	0.640	0.340	11.000	0.151	39.818	0.714	0.498	0.219	0.519	0.157	0.105	0.176	27.131	8.133	?	0.000	0.000	0.000	?	1.000	yes	eng-spa	
20.000	16.000	0.502	0.081	59.000	0.242	74.949	0.801	0.481	0.743	0.441	0.198	0.194	0.200	1.028	3.450	0.000	0.000	0.000	0.000	?	1.000	no	eng-spa	
8.500	7.000	0.479	0.264	1.000	0.005	17.000	0.637	0.000	0.000	0.000	0.000	0.000	0.000	3.473	5.433	?	0.000	0.000	0.000	0.000	1.000	no	deu-eng	
15.000	14.000	0.444	0.152	20.000	0.308	30.350	0.744	0.077	0.407	0.015	0.039	0.118	0.017	17.713	19.900	0.000	0.000	0.000	0.000	0.000	1.000	no	deu-eng	
17.500	16.000	0.630	0.459	9.000	0.037	16.444	0.728	0.000	0.000	0.000	0.000	0.000	0.000	30.517	27.067	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
12.000	4.000	0.375	0.114	18.000	0.273	50.944	0.725	0.424	0.541	0.426	0.226	0.143	0.250	17.064	18.200	?	0.000	0.000	0.000	1.000	1.000	yes	eng-spa	
43.500	40.000	0.557	0.055	127.000	0.794	82.535	0.862	0.548	0.742	0.375	0.379	0.500	0.277	14.939	11.270	0.500	1.000	0.667	0.000	0.000	1.000	yes	deu-eng	
8.500	6.000	0.380	0.355	0.000	0.000	0.000	0.000	0.158	0.275	0.115	0.065	0.078	0.053	49.979	49.300	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-spa	
25.000	14.000	0.580	0.089	0.000	0.000	0.000	0.000	0.290	0.244	0.431	0.122	0.160	0.063	24.210	19.533	?	0.000	0.000	0.000	0.000	1.000	no	deu-spa	
23.000	9.000	0.529	0.052	14.000	0.187	15.857	0.762	0.213	0.000	0.264	0.095	0.000	0.154	27.836	3.545	?	0.000	0.000	0.000	?	1.000	no	eng-spa	
27.000	24.000	0.573	0.273	203.000	0.248	78.547	0.714	0.612	0.916	0.212	0.176	0.286	0.132	225.162	2.381	0.000	0.000	0.000	0.000	1.000	1.000	yes	deu-eng	
20.000	16.000	0.496	0.236	60.000	0.195	85.333	0.756	0.645	0.724	0.583	0.262	0.364	0.209	7.897	0.833	0.000	0.000	0.000	0.000	?	1.000	yes	deu-eng	
8.500	6.000	0.405	0.323	1.000	0.009	36.000	0.479	0.032	0.028	0.035	0.058	0.089	0.034	40.810	36.317	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
6.000	6.000	0.394	0.291	4.000	0.053	24.500	0.664	0.024	0.000	0.057	0.026	0.000	0.040	259.417	847.667	0.000	0.000	0.000	0.000	0.000	1.000	no	deu-spa	
16.000	5.000	0.369	0.059	50.000	0.235	63.900	0.782	0.026	0.152	0.000	0.017	0.077	0.000	85.189	93.950	?	0.000	0.000	0.000	0.000	1.000	yes	deu-eng	
20.500	14.000	0.521	0.186	21.000	0.045	52.190	0.767	0.813	0.824	0.814	0.190	0.278	0.156	0.250	9.017	?	0.000	0.000	0.000	?	1.000	yes	deu-eng	
14.000	7.000	0.459	0.243	4.000	0.016	51.250	0.743	0.073	0.000	0.088	0.042	0.000	0.053	21.335	14.083	0.000	0.000	0.000	0.000	?	1.000	no	eng-spa	
20.000	19.000	0.511	0.161	35.000	0.146	77.457	0.843	0.803	0.687	0.855	0.357	0.385	0.333	13.786	14.750	0.000	0.000	0.000	0.000	?	1.000	yes	deu-eng	
12.500	8.000	0.497	0.160	15.000	0.125	72.067	0.847	0.496	0.877	0.075	0.138	0.200	0.105	9.178	2.967	?	0.000	0.000	0.000	?	1.000	yes	deu-spa	
11.500	9.000	0.544	0.204	0.000	0.000	0.000	0.000	0.083	0.215	0.000	0.039	0.095	0.000	23.146	15.050	?	0.000	0.000	0.000	0.000	1.000	no	deu-eng	
15.000	12.000	0.519	0.255	53.000	0.185	79.830	0.731	0.488	0.677	0.391	0.301	0.459	0.174	12.350	26.867	?	0.000	0.000	0.000	0.000	1.000	yes	deu-eng	
12.500	10.000	0.516	0.149	0.000	0.000	0.000	0.000	0.039	0.006	0.041	0.054	0.059	0.053	231.462	435.783	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
21.500	11.000	0.430	0.273	142.000	0.111	61.359	0.643	0.486	0.540	0.469	0.200	0.224	0.176	25.218	26.733	0.400	1.000	0.438	0.000	0.000	1.000	yes	eng-spa	
7.000	6.000	0.427	0.318	12.000	0.179	33.000	0.575	0.030	0.020	0.037	0.047	0.034	0.053	161.123	20.467	0.000	0.000	0.000	0.000	?	1.000	no	eng-spa	
31.500	26.000	0.793	0.228	14.000	0.095	87.500	0.797	0.166	0.354	0.090	0.081	0.100	0.071	13.300	28.317	?	0.000	0.000	0.000	0.000	1.000	yes	deu-spa	
9.500	4.000	0.368	0.136	5.000	0.042	76.200	0.749	0.125	0.276	0.071	0.063	0.061	0.064	22.119	36.283	0.000	0.000	0.000	0.000	0.000	1.000	no	deu-eng	
13.500	7.000	0.467	0.269	15.000	0.227	59.400	0.703	0.550	0.640	0.537	0.281	0.317	0.250	483.228	8.933	?	0.000	0.000	0.000	?	1.000	yes	deu-spa	
17.000	11.000	0.477	0.248	124.000	0.264	46.629	0.729	0.146	0.144	0.160	0.141	0.184	0.111	10.668	13.083	0.000	0.000	0.000	0.000	1.000	1.000	yes	eng-spa	
22.000	17.000	0.515	0.235	37.000	0.102	93.649	0.798	0.469	0.818	0.221	0.143	0.235	0.070	0.907	0.567	0.000	0.000	0.000	0.000	0.000	1.000	yes	deu-eng	
25.000	17.000	0.576	0.131	3.000	0.015	71.000	0.939	0.049	0.177	0.000	0.036	0.133	0.000	7.622	8.650	?	0.000	0.000	0.000	0.000	1.000	no	deu-eng	
12.500	11.000	0.429	0.170	20.000	0.069	33.600	0.733	0.424	0.970	0.327	0.143	0.111	0.154	39.674	0.250	0.000	0.000	0.000	0.000	1.000	1.000	yes	deu-eng	
19.000	18.000	0.545	0.102	2.000	0.013	56.000	0.894	0.119	0.416	0.059	0.181	0.316	0.132	7.533	16.583	0.000	0.000	0.000	0.000	1.000	1.000	yes	deu-spa	
9.500	8.000	0.499	0.240	0.000	0.000	0.000	0.000	0.008	0.036	0.000	0.011	0.029	0.000	55.588	29.600	0.000	0.000	0.000	0.000	0.000	1.000	no	deu-spa	
10.000	4.000	0.373	0.150	1.000	0.006	71.000	0.736	0.470	0.711	0.097	0.148	0.357	0.075	18.732	18.867	?	0.000	0.000	0.000	?	1.000	yes	deu-eng	
7.500	7.000	0.437	0.299	22.000	0.191	60.409	0.623	0.338	0.481	0.316	0.184	0.302	0.091	64.135	451.117	?	0.000	0.000	0.000	?	1.000	no	eng-spa	
15.500	14.000	0.571	0.123	1.000	0.005	48.000	0.630	0.000	0.002	0.000	0.014	0.056	0.000	70.623	7.183	?	0.000	0.000	0.000	0.000	1.000	no	deu-eng	
7.000	5.000	0.402	0.321	27.000	0.281	49.148	0.632	0.421	0.752	0.088	0.083	0.148	0.053	5.390	1.217	0.714	1.000	0.667	0.000	?	1.000	yes	eng-spa	
23.000	14.000	0.646	0.254	19.000	0.086	79.474	0.844	0.324	0.628	0.196	0.118	0.207	0.071	22.029	29.250	?	0.000	0.000	0.000	0.000	1.000	yes	deu-eng	
7.500	7.000	0.402	0.272	20.000	0.146	85.000	0.663	0.677	0.737	0.317	0.246	0.419	0.105	55.291	1.733	?	0.000	0.000	0.000	?	1.000	yes	deu-spa	
10.000	10.000	0.488	0.210	38.000	0.304	53.053	0.742	0.189	0.205	0.179	0.096	0.105	0.089	11.771	14.483	?	0.000	0.000	0.000	0.000	1.000	no	deu-eng	
21.000	16.000	0.418	0.108	37.000	0.155	84.189	0.765	0.523	0.737	0.218	0.263	0.429	0.132	4.218	0.833	0.000	0.000	0.000	0.000	1.000	1.000	yes	eng-spa	
14.000	12.000	0.479	0.216	20.000	0.137	55.150	0.812	0.474	0.911	0.335	0.181	0.250	0.154	39.076	17.283	0.000	0.000	0.000	0.000	1.000	1.000	yes	deu-eng	
26.500	18.000	0.735	0.365	73.000	0.312	43.123	0.790	0.275	0.495	0.148	0.143	0.189	0.111	2.325	0.150	?	0.000	0.000	0.000	?	1.000	yes	eng-spa	
35.500	19.000	0.618	0.309	204.000	0.729	53.662	0.699	0.537	0.849	0.376	0.304	0.433	0.224	1.282	1.417	0.722	2.000	0.821	0.000	0.000	1.000	yes	eng-spa	
23.000	16.000	0.643	0.016	16.000	0.089	60.500	0.960	0.315	0.419	0.281	0.130	0.286	0.091	19.095	21.483	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-spa	
18.500	15.000	0.510	0.119	15.000	0.208	75.800	0.808	0.484	0.546	0.417	0.216	0.364	0.154	44.004	23.950	0.000	0.000	0.000	0.000	1.000	1.000	yes	deu-spa	
15.000	13.000	0.640	0.537	40.000	0.201	47.475	0.677	0.321	0.722	0.213	0.148	0.206	0.111	27.348	14.950	?	0.000	0.000	0.000	?	1.000	yes	eng-spa	
17.500	14.000	0.523	0.226	48.000	0.146	54.375	0.753	0.543	0.917	0.348	0.197	0.391	0.104	21.651	0.800	0.000	0.000	0.000	0.000	0.000	1.000	yes	deu-eng	
21.000	18.000	0.580	0.031	5.000	0.068	16.800	0.917	0.085	0.018	0.103	0.046	0.033	0.053	20.170	24.067	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
9.500	9.000	0.611	0.577	33.000	0.151	80.848	0.660	0.272	0.546	0.065	0.188	0.304	0.091	83.222	192.450	?	0.000	0.000	0.000	1.000	1.000	yes	deu-eng	
3.500	3.000	0.368	0.341	1.000	0.013	36.000	0.582	0.263	0.000	0.314	0.025	0.000	0.034	5.533	1.650	?	0.000	0.000	0.000	?	1.000	no	deu-spa	
19.500	16.000	0.533	0.112	130.000	0.312	84.915	0.829	0.478	0.596	0.431	0.230	0.385	0.188	1.142	2.917	0.000	0.000	0.000	0.000	1.000	1.000	yes	deu-eng	
22.500	20.000	0.741	0.203	0.000	0.000	0.000	0.000	0.110	0.000	0.132	0.113	0.000	0.140	389.173	389.300	0.000	0.000	0.000	0.000	?	1.000	yes	deu-spa	
14.000	7.000	0.639	0.366	12.000	0.130	17.000	0.797	0.023	0.000	0.026	0.014	0.000	0.017	27.552	28.800	0.000	0.000	0.000	0.000	?	1.000	no	deu-spa	
12.500	5.000	0.420	0.324	15.000	0.114	44.667	0.719	0.315	0.477	0.047	0.115	0.200	0.043	11.457	3.000	?	0.000	0.000	0.000	0.000	1.000	no	deu-spa	
20.500	10.000	0.558	0.228	8.000	0.060	45.875	0.682	0.021	0.149	0.000	0.027	0.100	0.000	120.181	16.100	0.000	0.000	0.000	0.000	?	1.000	no	deu-spa	
10.000	5.000	0.420	0.221	4.000	0.069	18.750	0.577	0.016	0.002	0.024	0.033	0.056	0.018	51.196	110.700	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
13.000	10.000	0.394	0.087	3.000	0.043	42.333	0.690	0.072	0.102	0.054	0.045	0.065	0.034	18.383	34.100	?	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
31.500	29.000	0.667	0.209	94.000	0.528	54.809	0.750	0.700	0.788	0.584	0.370	0.538	0.214	18.173	0.617	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-spa	
33.000	25.000	0.620	0.202	0.000	0.000	0.000	0.000	0.128	0.137	0.110	0.066	0.082	0.053	21.167	13.323	0.000	0.000	0.000	0.000	1.000	1.000	no	eng-spa	
7.500	6.000	0.451	0.312	9.000	0.100	60.556	0.710	0.039	0.000	0.043	0.034	0.000	0.053	52.423	103.967	?	0.000	0.000	0.000	?	1.000	no	deu-spa	
7.000	6.000	0.406	0.333	25.000	0.140	27.760	0.624	0.074	0.254	0.000	0.031	0.083	0.000	33.202	49.267	0.000	0.000	0.000	0.000	0.000	1.000	no	deu-eng	
8.000	7.000	0.390	0.329	25.000	0.073	45.640	0.540	0.446	0.526	0.364	0.316	0.538	0.200	36.345	41.850	0.778	1.000	0.857	0.000	0.000	1.000	no	eng-spa	
10.000	6.000	0.432	0.252	5.000	0.035	38.600	0.628	0.024	0.003	0.038	0.048	0.020	0.071	248.094	27.783	0.000	0.000	0.000	0.000	?	1.000	no	eng-spa	
6.500	6.000	0.448	0.297	6.000	0.037	92.333	0.669	0.693	0.836	0.625	0.333	0.333	0.333	28.683	48.183	0.000	0.000	0.000	0.000	1.000	1.000	yes	deu-eng	
11.500	11.000	0.492	0.194	31.000	0.344	66.548	0.746	0.625	0.946	0.413	0.328	0.375	0.310	2.087	9.483	?	0.000	0.000	0.000	?	1.000	yes	deu-eng	
19.000	15.000	0.630	0.439	9.000	0.032	82.444	0.687	0.263	0.465	0.151	0.137	0.297	0.034	37.042	19.900	0.000	0.000	0.000	0.000	1.000	1.000	no	deu-spa	
10.000	7.000	0.436	0.304	12.000	0.074	32.250	0.653	0.057	0.248	0.000	0.023	0.071	0.000	560.102	142.950	?	0.000	0.000	0.000	1.000	1.000	no	deu-spa	
6.000	4.000	0.414	0.328	18.000	0.286	34.722	0.623	0.020	0.036	0.014	0.032	0.056	0.017	11.183	9.817	?	0.000	0.000	0.000	?	1.000	no	eng-spa	
6.000	5.000	0.399	0.329	20.000	0.204	45.350	0.617	0.027	0.021	0.031	0.051	0.095	0.034	24.817	2.900	?	0.000	0.000	0.000	1.000	1.000	no	deu-spa	
7.000	6.000	0.401	0.257	0.000	0.000	0.000	0.000	0.069	0.000	0.084	0.010	0.000	0.017	4.623	2.617	?	0.000	0.000	0.000	?	1.000	no	deu-spa	
14.500	10.000	0.491	0.048	13.000	0.130	61.077	0.899	0.545	0.580	0.544	0.154	0.067	0.189	15.166	1.783	?	0.000	0.000	0.000	0.000	1.000	yes	eng-spa	
12.500	7.000	0.645	0.413	7.000	0.050	74.000	0.732	0.560	0.708	0.534	0.113	0.118	0.111	44.971	13.017	?	0.000	0.000	0.000	?	1.000	yes	eng-spa	
11.000	10.000	0.583	0.160	5.000	0.065	77.800	0.687	0.063	0.132	0.021	0.093	0.125	0.070	27.850	27.050	0.000	0.000	0.000	0.000	?	1.000	no	deu-eng	
10.500	4.000	0.384	0.171	0.000	0.000	0.000	0.000	0.028	0.012	0.038	0.028	0.021	0.034	16.525	22.117	0.000	0.000	0.000	0.000	?	1.000	no	deu-spa	
15.500	7.000	0.403	0.249	27.000	0.113	75.444	0.697	0.734	0.877	0.566	0.290	0.579	0.091	13.899	15.483	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-spa	
13.000	12.000	0.378	0.180	11.000	0.069	49.364	0.724	0.416	0.579	0.197	0.190	0.229	0.154	22.886	32.483	?	0.000	0.000	0.000	0.000	1.000	yes	deu-eng	
11.500	10.000	0.470	0.279	74.000	0.207	66.081	0.722	0.583	0.881	0.118	0.219	0.423	0.106	53.391	180.233	?	0.000	0.000	0.000	?	1.000	yes	deu-spa	
24.000	17.000	0.579	0.307	30.000	0.254	57.867	0.590	0.531	0.773	0.351	0.116	0.179	0.071	60.567	29.067	0.000	0.000	0.000	0.000	1.000	1.000	yes	deu-spa	
9.000	6.000	0.459	0.326	1.000	0.007	29.000	0.457	0.039	0.027	0.042	0.061	0.080	0.053	5.095	103.183	?	0.000	0.000	0.000	?	1.000	no	deu-spa	
22.000	11.000	0.495	0.038	59.000	0.373	75.610	0.898	0.457	0.838	0.144	0.213	0.476	0.075	9.443	14.550	?	0.000	0.000	0.000	0.000	1.000	yes	deu-eng	
9.500	8.000	0.636	0.546	3.000	0.030	65.000	0.564	0.081	0.251	0.000	0.010	0.026	0.000	10.683	17.483	0.000	0.000	0.000	0.000	1.000	1.000	no	eng-spa	
11.500	11.000	0.419	0.243	0.000	0.000	0.000	0.000	0.474	0.531	0.462	0.198	0.167	0.224	3.187	5.417	0.000	0.000	0.000	0.000	0.000	1.000	yes	deu-eng	
24.000	22.000	0.704	0.256	44.000	0.373	64.523	0.845	0.333	0.565	0.205	0.162	0.250	0.091	4.601	6.117	0.500	1.000	0.667	0.000	0.000	1.000	yes	eng-spa	
13.500	12.000	0.554	0.158	10.000	0.159	41.200	0.795	0.000	0.000	0.000	0.000	0.000	0.000	18.007	4.767	?	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
15.000	14.000	0.581	0.394	41.000	0.432	56.439	0.732	0.110	0.165	0.105	0.075	0.083	0.071	12.904	35.767	0.000	0.000	0.000	0.000	?	1.000	yes	deu-spa	
15.500	15.000	0.424	0.145	78.000	0.557	70.846	0.787	0.616	0.500	0.654	0.352	0.407	0.318	2.557	7.167	?	0.000	0.000	0.000	0.000	1.000	yes	deu-eng	
19.500	4.000	0.404	0.304	4.000	0.065	57.750	0.615	0.168	0.239	0.130	0.099	0.115	0.091	15.761	0.767	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-spa	
15.000	15.000	0.487	0.260	19.000	0.106	65.211	0.666	0.572	0.571	0.606	0.250	0.277	0.224	8.236	4.750	?	0.000	0.000	0.000	1.000	1.000	yes	eng-spa	
9.500	4.000	0.391	0.229	0.000	0.000	0.000	0.000	0.148	0.185	0.146	0.110	0.087	0.120	10.754	9.500	?	0.000	0.000	0.000	?	1.000	no	eng-spa	
28.000	7.000	0.591	0.133	2.000	0.027	20.000	0.757	0.026	0.098	0.009	0.031	0.054	0.017	141.696	257.833	?	0.000	0.000	0.000	?	1.000	no	deu-spa	
10.500	5.000	0.383	0.208	6.000	0.054	35.333	0.652	0.000	0.000	0.000	0.000	0.000	0.000	83.341	95.517	?	0.000	0.000	0.000	?	1.000	no	eng-spa	
28.000	22.000	0.596	0.029	33.000	0.136	66.091	0.748	0.497	0.710	0.270	0.173	0.355	0.045	6.324	1.633	?	0.000	0.000	0.000	1.000	1.000	yes	deu-spa	
5.500	4.000	0.391	0.271	15.000	0.238	46.267	0.671	0.594	0.859	0.500	0.188	0.206	0.176	42.447	78.250	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-spa	
13.000	13.000	0.475	0.139	32.000	0.508	62.344	0.884	0.301	0.476	0.239	0.135	0.206	0.091	17.522	56.250	0.000	0.000	0.000	0.000	?	1.000	no	deu-eng	
20.500	15.000	0.752	0.389	18.000	0.078	47.222	0.873	0.033	0.001	0.047	0.043	0.028	0.053	9.334	1.400	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
35.500	34.000	0.743	0.412	81.000	0.137	84.296	0.794	0.486	0.863	0.200	0.267	0.588	0.071	5.315	0.317	0.333	1.000	0.375	0.000	?	1.000	yes	eng-spa	
17.500	17.000	0.785	0.379	10.000	0.152	44.300	0.886	0.000	0.000	0.000	0.000	0.000	0.000	22.861	46.333	?	0.000	0.000	0.000	?	1.000	no	eng-spa	
13.000	6.000	0.455	0.096	0.000	0.000	0.000	0.000	0.006	0.000	0.013	0.013	0.000	0.017	21.710	33.883	0.000	0.000	0.000	0.000	0.000	1.000	no	deu-eng	
16.500	13.000	0.636	0.359	26.000	0.073	38.385	0.772	0.062	0.000	0.088	0.042	0.000	0.071	23.240	20.083	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
15.000	13.000	0.571	0.174	0.000	0.000	0.000	0.000	0.067	0.437	0.013	0.086	0.211	0.026	37.511	13.350	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
33.500	29.000	0.837	0.116	14.000	0.078	62.143	0.887	0.384	0.635	0.127	0.228	0.395	0.111	4.840	25.050	?	0.000	0.000	0.000	?	1.000	yes	eng-spa	
30.500	10.000	0.518	0.099	3.000	0.024	10.667	0.730	0.001	0.002	0.000	0.022	0.053	0.000	163.101	211.067	?	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
13.500	9.000	0.475	0.151	15.000	0.086	86.533	0.583	0.541	0.812	0.324	0.197	0.444	0.093	14.340	2.167	?	0.000	0.000	0.000	0.000	1.000	no	deu-spa	
9.000	8.000	0.493	0.257	0.000	0.000	0.000	0.000	0.131	0.007	0.140	0.094	0.111	0.091	6.637	20.383	?	0.000	0.000	0.000	?	1.000	no	eng-spa	
6.500	6.000	0.388	0.319	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	10.079	7.317	?	0.000	0.000	0.000	?	1.000	no	deu-eng	
15.500	7.000	0.469	0.117	29.000	0.141	42.483	0.750	0.370	0.513	0.130	0.143	0.296	0.047	35.472	14.150	1.000	1.000	1.000	0.000	1.000	1.000	no	eng-spa	
26.000	23.000	0.705	0.308	33.000	0.275	52.848	0.822	0.450	0.751	0.171	0.148	0.269	0.091	3.213	26.433	?	0.000	0.000	0.000	?	1.000	yes	eng-spa	
14.000	9.000	0.532	0.049	0.000	0.000	0.000	0.000	0.033	0.050	0.034	0.053	0.029	0.075	21.893	22.633	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
15.000	13.000	0.436	0.310	16.000	0.148	78.438	0.649	0.340	0.762	0.232	0.141	0.156	0.130	5.972	0.300	?	0.000	0.000	0.000	0.000	1.000	yes	deu-spa	
13.500	11.000	0.501	0.144	37.000	0.264	69.297	0.773	0.550	0.710	0.500	0.197	0.192	0.200	7.699	2.300	?	0.000	0.000	0.000	?	1.000	yes	deu-spa	
13.000	11.000	0.483	0.267	3.000	0.008	32.667	0.795	0.000	0.001	0.000	0.016	0.067	0.000	192.236	9.817	?	0.000	0.000	0.000	?	1.000	no	eng-spa	
6.000	4.000	0.375	0.360	5.000	0.083	21.600	0.537	0.047	0.000	0.064	0.032	0.000	0.053	17.245	45.983	?	0.000	0.000	0.000	?	1.000	no	deu-eng	
16.500	7.000	0.453	0.393	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	165.113	393.167	0.000	0.000	0.000	0.000	?	1.000	no	deu-eng	
7.500	5.000	0.402	0.335	10.000	0.071	58.700	0.651	0.092	0.004	0.124	0.047	0.034	0.053	30.333	0.133	0.000	0.000	0.000	0.000	?	1.000	no	deu-eng	
23.500	19.000	0.626	0.099	55.000	0.524	74.527	0.924	0.000	0.000	0.000	0.000	0.000	0.000	0.403	1.417	0.000	0.000	0.000	0.000	?	1.000	yes	eng-spa	
13.000	8.000	0.477	0.169	69.000	0.507	73.710	0.747	0.462	0.216	0.525	0.173	0.273	0.132	5.828	1.417	0.000	0.000	0.000	0.000	?	1.000	yes	deu-eng	
8.500	8.000	0.428	0.249	25.000	0.391	74.280	0.666	0.296	0.377	0.263	0.165	0.250	0.091	3.349	2.167	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-spa	
34.500	23.000	0.739	0.109	24.000	0.267	8.250	0.865	0.042	0.003	0.115	0.054	0.050	0.059	195.427	24.617	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
11.500	5.000	0.492	0.348	19.000	0.292	73.842	0.740	0.000	0.000	0.000	0.000	0.000	0.000	29.737	74.733	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
11.500	5.000	0.437	0.193	0.000	0.000	0.000	0.000	0.033	0.054	0.000	0.012	0.042	0.000	36.243	14.117	?	0.000	0.000	0.000	0.000	1.000	no	deu-spa	
14.500	13.000	0.532	0.217	6.000	0.033	71.333	0.793	0.055	0.150	0.000	0.037	0.125	0.000	33.741	37.250	0.000	0.000	0.000	0.000	0.000	1.000	no	deu-spa	
8.500	8.000	0.426	0.289	7.000	0.055	73.286	0.677	0.359	0.477	0.299	0.178	0.211	0.154	50.731	9.717	0.000	0.000	0.000	0.000	?	1.000	yes	deu-eng	
15.500	10.000	0.459	0.007	42.000	0.221	72.000	0.833	0.392	0.384	0.404	0.205	0.133	0.256	30.333	3.133	?	0.000	0.000	0.000	0.000	1.000	yes	eng-spa	
26.000	20.000	0.575	0.169	62.000	0.182	58.790	0.823	0.292	0.558	0.147	0.176	0.224	0.132	5.545	0.050	0.000	0.000	0.000	0.000	0.000	1.000	yes	deu-eng	
17.000	12.000	0.497	0.197	19.000	0.082	42.105	0.704	0.482	0.495	0.561	0.263	0.414	0.176	0.757	0.233	0.000	0.000	0.000	0.000	1.000	1.000	yes	eng-spa	
11.000	8.000	0.471	0.217	0.000	0.000	0.000	0.000	0.017	0.000	0.019	0.021	0.000	0.029	19.118	18.450	?	0.000	0.000	0.000	0.000	1.000	no	deu-spa	
18.500	17.000	0.576	0.080	4.000	0.021	67.500	0.934	0.086	0.230	0.000	0.034	0.105	0.000	9.211	9.317	?	0.000	0.000	0.000	0.000	1.000	no	deu-eng	
11.000	11.000	0.620	0.365	35.000	0.188	79.600	0.698	0.255	0.669	0.100	0.122	0.206	0.071	46.673	45.583	0.000	0.000	0.000	0.000	0.000	1.000	yes	deu-spa	
12.000	8.000	0.401	0.124	8.000	0.067	64.125	0.589	0.278	0.450	0.189	0.108	0.091	0.115	9.836	5.150	0.000	0.000	0.000	0.000	0.000	1.000	yes	deu-eng	
10.500	6.000	0.428	0.172	0.000	0.000	0.000	0.000	0.061	0.249	0.000	0.074	0.222	0.000	3.795	79.267	?	0.000	0.000	0.000	0.000	1.000	no	deu-spa	
16.000	13.000	0.562	0.243	10.000	0.082	21.400	0.737	0.039	0.185	0.015	0.037	0.095	0.017	319.795	618.667	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-spa	
8.000	8.000	0.470	0.279	6.000	0.075	54.667	0.756	0.000	0.000	0.000	0.000	0.000	0.000	29.611	19.617	?	0.000	0.000	0.000	?	1.000	no	deu-eng	
22.500	12.000	0.515	0.065	15.000	0.049	40.133	0.826	0.009	0.000	0.015	0.023	0.000	0.031	9.450	4.933	?	0.000	0.000	0.000	0.000	1.000	no	deu-spa	
14.000	5.000	0.408	0.071	11.000	0.133	16.909	0.845	0.017	0.003	0.025	0.042	0.053	0.034	67.054	33.200	0.000	0.000	0.000	0.000	?	1.000	no	eng-spa	
15.500	8.000	0.500	0.358	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.617	36.800	?	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
44.500	26.000	0.773	0.123	0.000	0.000	0.000	0.000	0.333	0.528	0.288	0.208	0.320	0.154	7.867	3.000	?	0.000	0.000	0.000	?	1.000	yes	eng-spa	
